    0.611839183324036640E+01    0.490922550544887599E+02    0.718865390964366746E+01    0.295739078845753456E+00    0.786742708446275785E+01    0.405573326969931258E+00   -0.251500440420840565E+01    0.194147791517029794E+00    0.846443665581151916E-01    0.247508966347609601E+03
    0.869032520099749406E+00    0.210239479116309724E+03    0.812619822244173662E+01    0.763791306989438312E+00    0.703671856921496186E+01    0.410874170030148145E+00   -0.340854350354157054E+01    0.245587711468542913E+00    0.312893895056226778E+00    0.247904070747118936E+03
    0.732974238124802113E+01    0.123905103027015485E+03    0.696550327936756908E+01    0.307082616538060404E+00    0.797231891305927398E+01    0.779865728861988794E+00   -0.394547064001216397E+01    0.482054110439488925E+00    0.567376735471450955E-01    0.248734218419012393E+03
    0.363015095474624383E+01    0.447097764641273709E+00    0.836819415275674494E+01    0.123668215493315170E+01    0.470283135082892745E+01    0.102556931778173779E+00   -0.381224878114654331E+01    0.799461089519353685E+00    0.219129247981813297E+00    0.249065625784257577E+03
    0.389171230749336274E+02    0.188589870145944360E+00    0.877959993674909001E+01    0.938728513802438297E-01    0.626662731783122595E+01    0.192996147030188941E+00   -0.255947360694870696E+01    0.266814402579411358E+00    0.348003583310602937E+00    0.249370110881808813E+03
    0.115625458824919078E+00    0.136748387015116428E+02    0.795743425261382331E+01    0.255982023302640138E+00    0.215236670932501406E+01    0.103310011989883810E+01   -0.269676859711331307E+01    0.846774367060415090E+00    0.157940468000374312E+00    0.249687248089646062E+03
    0.135117563046631428E+02    0.508781996380993974E+03    0.833880801826698992E+01    0.104007545088846770E+00    0.551369191241285783E+01    0.681518200496623705E+00   -0.394386266579066280E+01    0.242245625415145133E+00    0.204978766479453955E+00    0.250036177188504837E+03
    0.216842546686354121E+01    0.153455875899959082E+01    0.771357699910775452E+01    0.243360294669182381E+00    0.800853160509250905E+01    0.347540012371795826E+00   -0.369124365375103736E+01    0.152791505695113572E+00    0.150810172902779871E+00    0.250131625054406669E+03
    0.818115867429890820E+01    0.253357764463547463E+00    0.780563067346382855E+01    0.408570198317518729E+00    0.537787775062928119E+01    0.386741104516065415E+00   -0.396199835199506989E+01    0.197152336873123746E+01    0.982654128067554922E-01    0.250532717330887607E+03
    0.270178113181836776E+01    0.209437821949216840E+00    0.762145244123970222E+01    0.282857122170030395E+00    0.656179149108965643E+01    0.177832422781428801E+00   -0.254285835244611169E+01    0.279646556184101280E+00    0.110742659586398465E+00    0.250605226957460786E+03
    0.109630166779250926E+01    0.129777626529820878E+03    0.873774741648338704E+01    0.742958432845942929E-01    0.573611472761513141E+01    0.599515757160789975E+00   -0.249229317439743348E+01    0.127712884720174302E+01    0.531027182693177613E+00    0.250711594692383386E+03
    0.476405353697376688E+00    0.669490421944469603E+02    0.780525286252875716E+01    0.221171631323794582E+00    0.522218177570338682E+01    0.445917642365152245E+00   -0.284690910939216613E+01    0.814502743420901454E+00    0.184963996491351979E+00    0.250870051847247026E+03
    0.970214084410064004E+02    0.185167972135249076E+00    0.860221201914137801E+01    0.146891556642722604E+00    0.461595188196763928E+01    0.209285296067899890E+00   -0.326842913999449980E+01    0.120821729285801349E+01    0.252021478706885960E+00    0.250919946578144078E+03
    0.288970152017898442E+03    0.814058078812153383E+02    0.786703173096027797E+01    0.126328155445508183E+00    0.815188833636100396E+00    0.589365581417794604E+00   -0.377109589148439284E+01    0.281644941528768566E+00    0.906467228728277397E-01    0.250965121619869336E+03
    0.158475870902890232E+02    0.998706923377638191E+03    0.813881547583329024E+01    0.159090545256854954E+00    0.830725528425166360E+01    0.488274293140084525E+00   -0.329255325014976830E+01    0.806540331243655095E+00    0.344040653889204073E+00    0.251003917943006456E+03
    0.857288018638308169E+00    0.458733193069311795E+01    0.729499865333578246E+01    0.698041200785154636E+00    0.819174895183268781E+01    0.102263023593999591E+01   -0.338252418461340199E+01    0.233981311968470607E+00    0.922335849023342563E-01    0.251218044287910175E+03
    0.100956700989394110E+01    0.863912152181324586E+03    0.811287483288247557E+01    0.497701977535584206E+00    0.630050127947520711E+01    0.813273862523567259E+00   -0.387608213064900831E+01    0.114346825287524156E+01    0.245502385375114540E+00    0.251236362070544374E+03
    0.923940556386669698E+02    0.111108185887032974E+03    0.824178847309469731E+01    0.146184223386012641E+00    0.321001264722683510E+01    0.362033184930584007E+00   -0.278395544334012612E+01    0.116137889378280290E+01    0.165065830981839495E+00    0.251313311649042049E+03
    0.234928798267597161E+01    0.157235737524508346E+01    0.722051825003459591E+01    0.102786342133048519E+00    0.840993718397667145E+01    0.951196786509638903E+00   -0.314736442158755159E+01    0.479830906994004547E+00    0.685383492277097661E-01    0.251382229532188404E+03
    0.921147148085690937E+01    0.317102577363057803E+00    0.899964983533288709E+01    0.742749451695480928E-01    0.684421167234564454E+01    0.173775997333606602E+00   -0.220481708123037246E+01    0.710641116297059811E-01    0.579645163479165393E+00    0.251410362831303360E+03
    0.530276056972168175E+00    0.335887085064242641E+00    0.802363505826328272E+01    0.167040070862330581E+00    0.264853636711875229E+01    0.421055053357731301E+00   -0.298316378415574057E+01    0.785858362050941173E+00    0.194630717438478318E+00    0.251419593383871700E+03
    0.210260182806796848E+03    0.201318736565522187E+03    0.812963356267196957E+01    0.994079102227188593E-01    0.771502967913973858E+01    0.269634561363901848E+00   -0.301855243027670106E+01    0.164941796738987817E+00    0.218697032030411270E+00    0.251460626965796251E+03
    0.568216516314655973E+00    0.240815901191359405E+01    0.794669737869810433E+01    0.303348320390391890E+00    0.764529405308623211E+01    0.703311853577696100E+00   -0.356930953665855721E+01    0.181180244960140513E+00    0.190098767465394808E+00    0.251484665762202127E+03
    0.481344746165871396E+01    0.536314703397970050E+00    0.863143205349829934E+01    0.316047965983314694E+00    0.425571045415980542E+01    0.133758806828687682E+00   -0.223197688006120210E+01    0.120691861704479625E+00    0.280759453627650146E+00    0.251613804260039075E+03
    0.392467167077560186E+00    0.388552475795965657E+01    0.849245360667843840E+01    0.582935636912593980E+00    0.421243086782315479E+00    0.662943389164957320E+00   -0.226410126534005096E+01    0.925797011053811902E-01    0.274138301104391413E+00    0.251650249450173675E+03
    0.245941302600156149E+03    0.280170235662128732E+03    0.821466420079183202E+01    0.265424003747128545E+00    0.903539975758213565E+01    0.400418813903191673E+00   -0.222167789836610430E+01    0.602328128702583010E+00    0.301264858317020046E+00    0.251718148073108750E+03
    0.101018821827078558E+02    0.693307314354952723E+03    0.841223537547938705E+01    0.312164084619905191E+00    0.744316609250588268E+01    0.483866729385126149E+00   -0.368738075831948509E+01    0.109018414674382891E+01    0.489976147709041354E+00    0.251748157085949771E+03
    0.445277820796594455E+02    0.113083385555979518E+03    0.808037628711307221E+01    0.365040466294301091E+00    0.862625569555991767E+01    0.378377436849666349E+00   -0.336634094448636745E+01    0.136208574118394221E+01    0.209527543918370640E+00    0.251760443204677728E+03
    0.114566090264838272E+00    0.221309698638370955E+01    0.793517989028816917E+01    0.160703229318507945E+00    0.286032022179636281E+01    0.725401308839962455E+00   -0.319637934434865567E+01    0.104939348546412375E+00    0.169120337470250875E+00    0.251771511904373995E+03
    0.497783433776906037E+01    0.129491941360464750E+03    0.783649048916572077E+01    0.736481593469039547E-01    0.731099418793529043E+01    0.572756316366143770E+00   -0.307036178520444603E+01    0.370359257070369097E+00    0.173377934560353775E+00    0.251814122434729171E+03
    0.687518527883596562E+02    0.137353894088300810E+01    0.789638338197128054E+01    0.377696863431735863E+00    0.898838986995153100E+01    0.374011692250506456E+00   -0.217338672235285202E+01    0.342704882110241693E+00    0.128093504095032312E+00    0.251823121811019774E+03
    0.145286903980934259E+02    0.128268887539556971E+03    0.708541896606735300E+01    0.254863041536635804E+00    0.792927434580586077E+01    0.210199330136830065E+00   -0.347095839790597438E+01    0.774773072465767876E+00    0.583425282016830984E-01    0.251823199154019221E+03
    0.100833926759134407E+01    0.785987499101913745E+01    0.804727814335850233E+01    0.241765219627524341E+00    0.988897819435384484E+01    0.890398785694314743E+00   -0.282453588451378224E+01    0.566870222327644724E+00    0.286167666169855450E+00    0.251837748675015973E+03
    0.146879328627482153E+00    0.296534059342395757E+02    0.817746980258917944E+01    0.695457502721403942E+00    0.424464586497047680E+01    0.367403543488058426E+00   -0.261722284114658343E+01    0.733339915813287058E+00    0.256605144104202543E+00    0.251849945436269394E+03
    0.534257707964902240E+00    0.122160022871425644E+01    0.788090861220203731E+01    0.175616694967502790E+00    0.577601951097501054E+01    0.902062860185480986E+00   -0.387918257327559157E+01    0.126632581164000113E+01    0.165194232678776864E+00    0.251898276752394565E+03
    0.170143450407509640E+02    0.180792901346431445E+00    0.835592523372039153E+01    0.146574569752457889E+00    0.692560083012924288E+01    0.241292240889906640E+00   -0.345417930806236617E+01    0.217864031854630813E+01    0.214741400944466587E+00    0.251902604613854379E+03
    0.116893232561402138E+01    0.101093512859538013E+02    0.823534993317684538E+01    0.846496852070663275E+00    0.872744548250971341E+01    0.695142556033831349E+00   -0.267120149574094690E+01    0.131429978881872828E+00    0.373152503646375089E+00    0.251979934846522696E+03
    0.211013785722629660E+00    0.409372501311312590E+03    0.778202527026859503E+01    0.525435638356163470E+00    0.524615742799375351E+01    0.965719788265939072E+00   -0.395260999276409430E+01    0.169337344448320537E+01    0.146818271353513385E+00    0.252007953593900197E+03
    0.180314696260375062E+01    0.260868835256167912E+02    0.797307849405312474E+01    0.347727099349440905E+00    0.105670229942413640E+01    0.167647279704973368E+00   -0.202489131887522333E+01    0.529671037054328497E+00    0.141372243257736313E+00    0.252034599983326416E+03
    0.232815748070503847E+01    0.221646060942341494E+01    0.812432246463173868E+01    0.140607803826134070E+01    0.199863997884529376E+01    0.815551644570185752E-01   -0.371668010916632641E+01    0.132864908072436561E+01    0.157123513690967165E+00    0.252048461255795729E+03
    0.412645833887464730E+00    0.207203513508554771E+02    0.813868845078753367E+01    0.818126159412804060E-01    0.337214233733008140E+01    0.567479832775563686E+00   -0.208606721639736881E+01    0.401947452120193172E+00    0.232159527576268621E+00    0.252100507917799177E+03
    0.111704807432681019E+00    0.551938683040877933E+02    0.829988567500980778E+01    0.244077126564848285E+00    0.398333571850819457E+01    0.736705552642889283E+00   -0.309657942523359253E+01    0.162434878951796824E+01    0.270768421847040419E+00    0.252224685891524246E+03
    0.294754811870400690E+01    0.203876727486796111E+00    0.841118713567556853E+01    0.892502446958030049E-01    0.351443796078017634E+01    0.154517524681959451E+00   -0.218817712396750563E+01    0.187834104021314618E+01    0.241102349198019122E+00    0.252245041487307901E+03
    0.123234449990388583E+03    0.879117163927997694E+03    0.822638651795206322E+01    0.902915947212114961E-01    0.573880251774700501E+01    0.393634487470480632E+00   -0.287583335182005051E+01    0.254934888998778919E+00    0.199604291348312313E+00    0.252250990498115669E+03
    0.111868823032104657E+03    0.141404653892448408E+03    0.778855789750735106E+01    0.175006883452388323E+00    0.713494426605357734E+01    0.556937211164500234E+00   -0.216145915139737443E+01    0.196213182197169966E+01    0.117805108002431547E+00    0.252305468599694052E+03
    0.342872707970562089E+03    0.268402552154169243E+02    0.752280630385908466E+01    0.125948371024992456E+00    0.962937150315570634E+01    0.251557760917574424E+00   -0.372101319857693635E+01    0.181966966519655649E+01    0.120785089444995164E+00    0.252355847366058953E+03
    0.475765475463130940E+03    0.127265476583120068E+00    0.772321496662784135E+01    0.149022640495399095E+00    0.633823259408228967E+01    0.492127524417571571E+00   -0.279620407566231988E+01    0.528582410967034511E+00    0.950360380983773095E-01    0.252363716860910699E+03
    0.173986102904391093E+00    0.663827288202631594E+00    0.804818446817096245E+01    0.153772163323799116E+00    0.259548060541356751E+01    0.438876463004082618E+00   -0.325810183923765129E+01    0.753927308901869653E+00    0.203404167593738361E+00    0.252375398519952569E+03
    0.824571392287820792E+01    0.158921707213586160E+03    0.798094836303631627E+01    0.963712971854019107E-01    0.923183298872994484E+01    0.100449998113307193E+01   -0.277516137685054876E+01    0.454865205643460890E+00    0.254347125315222466E+00    0.252392936378827216E+03
    0.819628278772026708E+00    0.234320221209366565E+03    0.822511190307740492E+01    0.101302011207373988E+01    0.778036424857527376E+01    0.818050549832543994E+00   -0.256653687757358107E+01    0.194183324965262222E+00    0.328642062962062664E+00    0.252477436942670806E+03
    0.470701669180549898E+00    0.106479346634885341E+01    0.882776486777449421E+01    0.113900740449108279E+00    0.564637302025454613E+01    0.520889063429175403E+00   -0.220414109725311835E+01    0.124335168607605503E+00    0.523461501862609646E+00    0.252518800815810550E+03
    0.804339674015213779E+00    0.171328076390137795E+03    0.890413010561889706E+01    0.800442121650743466E-01    0.857741251310386144E+00    0.379855065925264912E+00   -0.327165866033057684E+01    0.614313639911064135E+00    0.477585488246653811E+00    0.252538828043215005E+03
    0.871559802908742132E+00    0.303149171792610084E+00    0.652152916331277765E+01    0.785252193833114731E+00    0.993313565223249206E+01    0.538832591103950098E+00   -0.299525564457624061E+01    0.146312291910574377E+00    0.317855404221542709E-01    0.252545090643756737E+03
    0.439485085205186754E+00    0.217251021423531057E+03    0.804968710914440067E+01    0.182905040280671582E+01    0.480377161123204921E+01    0.466266427958441310E+00   -0.219820129638392325E+01    0.295023835998613038E+00    0.224045237971082917E+00    0.252550782629578833E+03
    0.556984301037338536E+00    0.115146175575748133E+01    0.794984401160212784E+01    0.795511598826981609E-01    0.341464702149375787E+01    0.793804823763969880E+00   -0.276144687454666560E+01    0.514292756744030854E+00    0.168269270521852421E+00    0.252620411344018578E+03
    0.103616937306977563E+01    0.106606257991312914E+01    0.824594577991454614E+01    0.173736428848007690E+00    0.927396303493441643E+01    0.718331375115773274E+00   -0.215582343994576187E+01    0.130229873976417720E+01    0.241302300431804922E+00    0.252645196621337362E+03
    0.635599271736589799E+03    0.232415114448578635E+03    0.808092194047108237E+01    0.301306777347473576E+00    0.907847587862213423E+01    0.202647285490079099E+00   -0.217074500856131802E+01    0.106724429873955362E+01    0.297718054921262520E+00    0.252645816660392882E+03
    0.123850448085114792E+00    0.123542742864467172E+03    0.833703234611581401E+01    0.363377717255920329E+00    0.607063291355196988E+01    0.492435603597990046E+00   -0.247190096973437523E+01    0.251313443863305674E+00    0.382741973500493327E+00    0.252661781472572613E+03
    0.503409639493235361E+00    0.145094955613304899E+01    0.795236287860908853E+01    0.157070690684747305E+01    0.557532726636584552E+01    0.639310980112292593E+00   -0.248500195405436086E+01    0.362292078337945411E+00    0.175446704365507106E+00    0.252677144710952007E+03
    0.289714132614585784E+01    0.434352017305044100E+02    0.833432914885764653E+01    0.432704167894776170E+00    0.719784562926779525E+01    0.472642276402960193E+00   -0.333570622224880164E+01    0.328278217455156895E+00    0.395087404610521553E+00    0.252732735709002327E+03
    0.459681540978761571E+00    0.512387048987716298E+01    0.861386997827771417E+01    0.249296430280730952E+00    0.297310244800297641E+01    0.537606447287409916E+00   -0.292237154039804814E+01    0.686367996221894261E+00    0.373831999290108130E+00    0.252740970384983711E+03
    0.645347072297602953E+01    0.161289398049948396E+02    0.757971601100118519E+01    0.107473151387575716E+01    0.818440634597314620E+01    0.224787923400244977E+00   -0.290038634619955404E+01    0.111633962314403257E+01    0.140119864470176020E+00    0.252747476568102655E+03
    0.114584771362817932E+03    0.516503125564389709E+00    0.778343208826824018E+01    0.205797287353823993E+00    0.112647257814191573E+02    0.357427425910677998E+00   -0.244076373829227267E+01    0.166822829797112204E+01    0.157776427299474581E+00    0.252751192698821342E+03
    0.106602968891872152E+02    0.239044131520730190E+02    0.803570092134850178E+01    0.128468929211257771E+00    0.745598455770227808E+01    0.657693495051895782E+00   -0.312055772972200440E+01    0.140045754668994715E+00    0.173424586999039398E+00    0.252763435030920903E+03
    0.233519299609280306E+01    0.777770848447745635E+02    0.859564661834244070E+01    0.712022053902922614E-01    0.469344821237979204E+01    0.358107672221818163E+00   -0.233708488749739640E+01    0.123765942236413440E+01    0.380890516180675209E+00    0.252784815004120759E+03
    0.505508044226051894E+02    0.743692703787530274E+01    0.818053416337388128E+01    0.805108723703420182E-01    0.861430756156917532E+01    0.582188253882854889E+00   -0.257834799505300349E+01    0.527744412098668958E+00    0.216507978052095956E+00    0.252812514374556088E+03
    0.330908112909154806E+01    0.211606555635772793E+03    0.756864692847547271E+01    0.640924516568647906E+00    0.612048822557421879E+01    0.684149672645745777E+00   -0.203687065001044099E+01    0.774575273269674902E+00    0.107612087366942027E+00    0.252840220239280370E+03
    0.232887868586902330E+00    0.597480951558049522E+01    0.824632542760586418E+01    0.137257004799027499E+00    0.833878745612555328E+01    0.745099833872292949E+00   -0.242813500296050933E+01    0.274107698894791418E+00    0.328376878834204411E+00    0.252842068319641555E+03
    0.431520007716962709E+03    0.678502463139181714E+03    0.858602426085124648E+01    0.877999395246429060E-01    0.335321176037560509E+01    0.500734210815100694E-01   -0.268088007440391340E+01    0.323242883071398479E+00    0.281918313352285010E+00    0.252845372416399670E+03
